carat,cut,color,clarity,depth,table,price,x,y,z
0.51,Very Good,E,VVS2,60.0,58.0,2062,5.19,5.21,3.12
1.29,Ideal,J,SI1,61.6,58.0,5607,6.96,6.99,4.3
0.7,Ideal,I,VS2,62.0,54.1,2240,5.7,5.73,3.55
0.7,Very Good,F,VVS2,60.5,60.0,3205,5.7,5.73,3.46
1.0,Good,D,VS2,63.6,56.0,5645,6.38,6.27,4.02
0.74,Ideal,D,SI1,61.5,56.0,2987,5.8,5.84,3.58
1.0,Very Good,E,SI1,61.1,60.0,5082,6.42,6.47,3.94
1.29,Ideal,I,SI2,61.9,57.0,6097,6.99,7.04,4.34
0.33,Very Good,E,VS2,60.6,58.0,675,4.45,4.49,2.71
1.0,Good,I,SI1,64.3,57.0,3360,6.29,6.25,4.03
1.19,Ideal,I,SI1,63.7,57.0,5331,6.73,6.69,4.28
1.2,Ideal,I,SI2,59.6,61.0,4890,6.95,6.97,4.15
0.9,Good,F,SI1,64.3,57.0,3427,6.08,6.01,3.89
0.32,Ideal,E,VVS2,61.2,57.0,729,4.38,4.41,2.69
0.5,Very Good,H,SI1,63.1,55.0,984,5.09,5.02,3.19
0.3,Ideal,I,VS1,62.5,57.0,608,4.32,4.29,2.69
0.76,Ideal,G,SI2,61.7,55.0,2553,5.87,5.9,3.63
0.3,Premium,D,VVS2,59.6,61.0,1099,4.39,4.34,2.6
0.51,Good,G,VVS1,63.9,57.0,1925,5.06,5.08,3.24
0.78,Very Good,D,VS1,61.5,57.0,3923,5.92,5.95,3.65
0.71,Good,G,SI1,64.1,58.0,2240,5.6,5.63,3.6
1.02,Premium,F,SI1,60.1,60.0,5686,6.58,6.53,3.94
0.71,Ideal,E,VS2,62.1,57.0,3191,5.71,5.75,3.56
2.01,Ideal,I,SI1,61.9,56.0,14558,8.16,8.08,5.03
0.61,Ideal,H,SI1,61.9,54.0,1416,5.44,5.48,3.38
0.54,Ideal,F,VVS2,61.6,56.0,2231,5.23,5.26,3.23
0.56,Very Good,F,SI1,60.0,57.0,1679,5.41,5.38,3.24
0.72,Ideal,F,VS2,62.6,56.0,2956,5.75,5.72,3.59
0.71,Very Good,E,SI1,61.1,57.0,2606,5.69,5.73,3.49
0.5,Ideal,E,VS2,60.4,56.0,1892,5.15,5.21,3.13
0.56,Premium,G,SI1,60.2,59.0,1340,5.34,5.36,3.22
0.3,Ideal,E,VVS2,61.3,54.0,837,4.34,4.37,2.67
0.72,Very Good,H,SI1,60.3,55.0,2505,5.84,5.85,3.52
1.15,Ideal,H,SI2,62.0,56.0,4959,6.75,6.68,4.16
0.72,Good,I,VS2,63.3,59.0,2068,5.62,5.66,3.57
1.01,Good,F,VS2,63.2,58.0,5988,6.33,6.36,4.01
0.9,Premium,E,SI1,62.7,62.0,4092,6.22,6.1,3.85
0.59,Very Good,E,SI2,60.5,58.0,1325,5.43,5.51,3.31
0.71,Fair,D,SI1,55.5,62.0,2086,6.0,5.97,3.32
0.7,Very Good,F,VS2,63.6,57.0,2780,5.61,5.65,3.58
0.55,Ideal,G,VS1,61.5,56.7,1902,5.25,5.28,3.24
0.73,Very Good,D,VS1,62.2,56.0,3856,5.72,5.75,3.57
1.01,Very Good,E,VVS2,63.3,58.0,8912,6.39,6.31,4.02
1.0,Premium,D,SI1,60.3,60.0,5645,6.31,6.26,3.79
1.31,Premium,F,SI1,62.6,58.0,7625,6.98,7.02,4.38
0.67,Good,F,VS1,59.8,60.3,2479,5.62,5.69,3.38
0.26,Good,E,VVS1,59.4,61.0,597,4.13,4.15,2.46
0.91,Premium,F,SI2,61.7,58.0,3609,6.22,6.29,3.86
0.33,Ideal,G,VS1,61.7,56.0,854,4.47,4.44,2.75
1.13,Ideal,E,SI2,61.8,57.0,5120,6.68,6.65,4.12
0.31,Very Good,I,VS2,60.8,60.0,435,4.37,4.42,2.67
0.31,Premium,D,IF,60.2,59.0,1167,4.39,4.42,2.65
0.3,Ideal,I,IF,62.5,56.0,615,4.26,4.28,2.67
1.0,Good,I,SI1,63.8,58.0,3850,6.28,6.32,4.02
0.32,Ideal,E,VVS2,62.3,55.0,890,4.37,4.4,2.73
0.33,Ideal,E,VVS2,61.2,56.0,814,4.46,4.5,2.74
0.3,Premium,E,VVS2,61.4,60.0,1013,4.28,4.25,2.62
0.41,Very Good,F,VS2,62.6,58.0,863,4.75,4.81,2.99
1.31,Premium,G,VS2,60.3,59.0,8979,7.12,7.08,4.28
0.41,Premium,H,VS1,62.6,60.0,1061,4.77,4.75,2.98
0.31,Ideal,G,IF,61.4,55.0,891,4.35,4.38,2.68
0.9,Very Good,E,SI2,62.4,57.0,3662,6.13,6.17,3.84
0.5,Premium,G,VVS2,61.6,60.0,1935,5.13,5.1,3.15
0.32,Ideal,E,VS2,61.7,55.0,900,4.42,4.36,2.71
1.06,Premium,H,VS1,62.1,60.0,5247,6.52,6.5,4.04
0.3,Good,E,VVS2,63.0,58.0,622,4.27,4.34,2.71
1.01,Good,G,SI2,63.7,56.0,4211,6.26,6.34,4.01
1.01,Very Good,H,SI1,63.1,60.0,4513,6.41,6.37,4.03
0.38,Ideal,G,VVS2,60.0,56.0,879,4.72,4.76,2.84
1.71,Premium,G,VS1,62.7,58.0,16813,7.66,7.62,4.79
0.32,Premium,G,SI2,61.0,59.0,421,4.36,4.42,2.68
1.22,Ideal,E,SI1,61.7,56.0,7085,6.88,6.92,4.26
0.31,Premium,E,VS2,62.7,58.0,680,4.31,4.33,2.71
1.39,Premium,J,VS1,60.8,58.0,7239,7.26,7.21,4.4
1.23,Ideal,F,VVS2,61.9,55.0,11927,6.92,6.89,4.27
1.51,Premium,E,VS2,60.7,60.0,14709,7.37,7.46,4.5
2.02,Very Good,H,SI2,59.9,55.0,15851,8.17,8.28,4.93
1.21,Premium,G,VS2,61.0,58.0,8504,6.88,6.82,4.18
0.9,Fair,E,SI1,64.9,56.0,3743,6.12,6.18,3.99
0.26,Ideal,H,VS1,62.6,56.0,448,4.07,4.09,2.55
0.3,Very Good,G,SI2,63.3,57.0,506,4.28,4.25,2.7
0.5,Good,D,VS2,63.7,56.0,1758,5.09,5.05,3.23
1.58,Very Good,H,VVS2,60.9,58.0,12459,7.56,7.65,4.63
0.42,Ideal,J,VS1,62.3,53.0,636,4.83,4.86,3.02
0.7,Premium,F,VS2,58.7,61.0,2842,5.8,5.72,3.38
2.0,Very Good,H,SI1,62.7,56.0,17247,7.98,8.02,5.02
0.71,Ideal,D,VVS2,61.6,54.0,4325,5.74,5.78,3.55
0.32,Ideal,J,VS2,62.2,57.0,393,4.36,4.38,2.72
1.51,Good,H,SI2,63.1,60.0,7723,7.23,7.28,4.58
0.9,Ideal,H,VS1,60.9,57.0,4201,6.2,6.24,3.79
0.51,Ideal,D,VS1,62.3,56.0,1882,5.09,5.12,3.18
0.78,Ideal,E,VS2,62.0,55.0,3276,5.95,5.89,3.67
0.58,Ideal,F,VS1,61.4,56.0,1953,5.38,5.4,3.31
1.09,Premium,D,SI2,60.3,60.0,5186,6.68,6.61,4.01
1.01,Good,D,SI1,63.8,58.0,5443,6.34,6.38,4.06
1.23,Very Good,G,VVS1,61.3,57.0,10435,6.88,6.96,4.24
0.36,Ideal,E,VS1,61.8,55.0,835,4.58,4.61,2.84
0.54,Ideal,H,VVS1,61.8,55.0,1944,5.24,5.21,3.23
1.06,Premium,H,VS2,62.0,58.0,5783,6.5,6.57,4.05
1.17,Ideal,G,VS2,61.3,56.0,7413,6.79,6.81,4.17
0.3,Ideal,G,VS1,62.5,57.0,605,4.29,4.32,2.69
0.93,Very Good,D,I1,63.4,60.0,2618,6.18,6.15,3.91
2.02,Ideal,H,SI1,62.5,54.0,17245,8.07,8.1,5.05
0.32,Ideal,I,VVS1,62.2,53.0,575,4.42,4.45,2.76
1.05,Ideal,G,VVS2,60.4,54.0,9000,6.6,6.65,4.0
0.42,Ideal,G,VVS1,60.0,57.0,1235,4.86,4.84,2.91
0.34,Ideal,E,VS2,61.5,56.0,702,4.48,4.5,2.76
0.9,Good,E,SI1,60.7,63.0,4173,6.07,6.13,3.7
0.71,Very Good,G,VS1,59.3,55.0,2994,5.88,5.95,3.51
0.31,Ideal,D,VS2,62.7,55.0,942,4.34,4.31,2.71
1.01,Very Good,H,VS2,62.8,59.0,5559,6.33,6.38,3.99
0.3,Premium,F,VVS1,61.8,59.0,1114,4.29,4.26,2.64
1.55,Very Good,I,SI1,62.0,62.0,8644,7.33,7.47,4.59
2.02,Very Good,J,SI1,59.8,59.9,12598,8.16,8.21,4.9
0.31,Ideal,I,VS1,61.4,55.2,513,4.32,4.35,2.66
0.44,Premium,E,SI1,62.3,58.0,998,4.88,4.85,3.03
0.91,Premium,F,SI2,60.8,59.0,3845,6.28,6.25,3.81
0.56,Ideal,F,VS1,61.7,54.0,2016,5.34,5.3,3.28
0.34,Ideal,G,VS2,61.3,55.0,765,4.51,4.49,2.76
0.72,Ideal,E,SI2,62.3,54.0,2398,5.75,5.78,3.59
2.03,Very Good,I,VS2,61.4,59.0,15826,8.06,8.12,4.97
0.71,Ideal,E,SI2,61.2,57.0,2619,5.75,5.78,3.53
1.2,Ideal,D,VS2,61.4,55.0,9596,6.87,6.78,4.19
0.77,Ideal,F,SI1,61.7,56.0,3702,5.85,5.91,3.63
1.0,Premium,E,SI1,60.7,59.0,5445,6.38,6.41,3.88
0.4,Ideal,G,SI2,61.9,54.0,622,4.75,4.8,2.94
1.22,Ideal,F,VS2,61.5,57.0,8783,6.87,6.91,4.24
0.9,Premium,E,SI1,62.3,56.0,4502,6.21,6.14,3.85
0.71,Ideal,G,VS2,62.5,57.0,2511,5.72,5.68,3.56
0.51,Very Good,F,VS2,63.2,56.0,1574,5.1,5.06,3.21
0.31,Ideal,G,VS2,62.2,53.6,557,4.32,4.35,2.7
0.72,Ideal,E,VS2,61.7,55.0,3427,5.8,5.77,3.57
0.33,Ideal,D,SI2,62.9,56.0,631,4.43,4.41,2.78
1.12,Ideal,H,VVS2,62.3,53.0,7091,6.64,6.7,4.16
0.35,Very Good,H,VS2,61.8,56.0,552,4.54,4.58,2.82
1.22,Premium,H,VS2,62.7,58.0,5930,6.77,6.73,4.23
1.03,Ideal,H,SI1,62.0,56.0,4900,6.43,6.5,4.01
1.21,Very Good,E,I1,63.3,63.0,3795,6.72,6.67,4.24
1.0,Premium,D,SI1,61.5,60.0,5488,6.38,6.34,3.91
1.52,Premium,E,SI1,62.4,59.0,10963,7.37,7.34,4.59
1.0,Premium,E,VS2,62.1,59.0,6720,6.38,6.34,3.95
1.51,Premium,J,VS2,60.7,60.0,7357,7.43,7.36,4.49
0.58,Ideal,G,VVS1,61.3,56.0,2256,5.36,5.4,3.3
1.04,Ideal,F,SI2,62.1,57.0,4754,6.48,6.46,4.02
0.38,Ideal,E,SI1,61.8,53.8,693,4.63,4.67,2.88
0.31,Premium,H,SI2,59.5,59.0,501,4.45,4.39,2.63
0.5,Very Good,G,VVS1,59.6,63.0,1987,5.16,5.11,3.06
1.01,Good,F,VS2,61.7,58.0,6288,6.3,6.34,3.9
0.9,Good,G,SI1,57.7,62.0,3226,6.29,6.23,3.61
1.02,Very Good,E,VS2,63.2,60.0,6580,6.34,6.29,3.99
0.34,Ideal,I,IF,61.9,55.0,695,4.5,4.52,2.79
0.9,Fair,E,SI2,65.0,58.0,2930,6.08,6.04,3.94
0.7,Good,H,SI1,63.3,60.0,2029,5.57,5.65,3.55
0.3,Ideal,E,VVS1,62.5,57.0,862,4.27,4.3,2.68
0.31,Premium,G,VVS2,60.5,58.0,707,4.39,4.43,2.67
0.6,Ideal,D,VS2,60.4,57.0,2125,5.53,5.49,3.33
0.54,Very Good,F,SI1,63.3,56.0,1389,5.24,5.21,3.31
0.41,Very Good,G,SI2,63.4,58.0,784,4.73,4.7,2.99
0.36,Ideal,G,VS1,61.4,56.0,949,4.55,4.6,2.81
0.31,Premium,H,IF,60.4,58.0,761,4.41,4.43,2.67
0.37,Good,G,VS1,63.1,56.0,746,4.57,4.59,2.89
0.77,Very Good,J,VS2,62.1,62.0,1843,5.82,5.87,3.63
1.05,Very Good,E,SI2,62.2,59.0,3816,6.44,6.51,4.03
0.72,Very Good,F,VS1,63.3,57.0,3219,5.68,5.75,3.62
1.51,Ideal,F,SI1,61.5,55.0,12152,7.39,7.35,4.53
0.38,Premium,G,VS1,61.9,59.0,1069,4.67,4.63,2.88
1.53,Very Good,E,SI2,59.3,60.0,8270,7.44,7.46,4.42
1.06,Premium,F,VS2,61.2,57.0,5942,6.64,6.49,4.02
1.51,Premium,H,SI2,59.4,62.0,7235,7.47,7.31,4.39
1.04,Ideal,E,SI2,62.0,55.0,4804,6.48,6.51,4.03
1.0,Very Good,E,SI2,63.3,55.0,4390,6.29,6.25,3.97
2.0,Premium,F,SI1,62.6,59.0,18493,8.1,8.04,5.05
0.31,Ideal,D,VS2,62.1,55.0,734,4.31,4.32,2.68
0.59,Premium,F,SI2,61.9,61.0,1319,5.38,5.33,3.31
1.52,Premium,H,VS1,58.4,59.0,11853,7.55,7.52,4.4
0.55,Premium,G,VS1,59.4,62.0,1792,5.36,5.32,3.17
0.7,Ideal,H,VS1,61.7,55.0,3004,5.69,5.72,3.52
0.96,Fair,F,I1,62.9,66.0,1917,6.29,6.07,3.91
1.0,Premium,G,SI2,61.5,56.0,3142,6.49,6.44,3.97
0.4,Ideal,D,VVS1,62.8,57.0,1279,4.65,4.68,2.93
0.41,Premium,F,VS2,61.3,58.0,1107,4.84,4.79,2.95
1.01,Premium,I,SI1,61.8,59.0,4242,6.44,6.37,3.96
0.51,Ideal,E,SI1,61.5,54.0,1356,5.15,5.19,3.18
0.42,Ideal,F,SI2,61.7,54.0,626,4.85,4.87,3.0
1.0,Premium,F,SI1,60.5,56.0,5292,6.48,6.45,3.91
0.58,Premium,D,VS1,59.2,60.0,2401,5.46,5.41,3.22
0.42,Ideal,F,VVS2,61.7,57.0,1221,4.81,4.78,2.96
1.01,Good,H,SI1,64.6,56.0,4274,6.17,6.21,4.0
1.06,Very Good,F,SI1,59.6,60.0,5491,6.61,6.68,3.96
0.42,Ideal,I,VS1,61.5,55.0,771,4.83,4.86,2.98
0.3,Ideal,F,VS2,61.6,57.0,776,4.32,4.28,2.65
2.0,Premium,H,SI1,60.1,61.0,15984,8.13,8.1,4.88
0.35,Premium,E,SI1,60.8,60.0,614,4.51,4.57,2.76
0.91,Premium,H,SI2,62.9,59.0,3363,6.15,6.12,3.86
0.5,Very Good,H,VS2,63.9,57.0,1387,5.04,5.07,3.23
0.51,Very Good,F,VS2,63.1,59.0,1552,5.1,5.04,3.2
1.22,Ideal,F,VS1,61.5,56.0,9756,6.89,6.84,4.22
0.7,Ideal,F,VVS1,61.6,56.0,4246,5.86,5.71,3.51
1.0,Ideal,I,SI1,62.5,56.0,4649,6.38,6.41,4.0
0.3,Very Good,G,SI1,59.7,60.0,447,4.35,4.39,2.61
0.54,Premium,H,VVS1,62.0,57.0,1944,5.25,5.2,3.24
0.53,Ideal,E,VS2,61.8,55.0,2163,5.21,5.24,3.23
0.78,Ideal,I,VS2,59.8,58.0,2652,5.98,6.02,3.59
0.31,Premium,E,VS2,60.5,60.0,872,4.36,4.34,2.63
0.24,Very Good,F,VVS2,60.9,55.0,547,4.07,4.08,2.48
1.03,Premium,E,VS2,60.0,59.0,6460,6.6,6.54,3.94
0.51,Very Good,D,SI2,62.8,57.0,1264,5.1,5.12,3.21
0.33,Ideal,E,VS2,60.6,55.0,928,4.5,4.48,2.72
1.51,Ideal,F,VS1,62.5,57.0,15378,7.33,7.3,4.57
2.02,Premium,H,SI1,63.0,60.0,13453,7.85,7.79,4.93
1.01,Very Good,E,SI2,59.4,59.0,3857,6.49,6.51,3.86
1.07,Premium,D,SI1,63.0,57.0,6124,6.57,6.47,4.11
0.38,Good,I,SI1,63.7,57.0,659,4.63,4.57,2.93
1.12,Ideal,G,VS1,61.1,56.0,8080,6.7,6.73,4.1
0.4,Ideal,G,SI2,62.5,53.0,723,4.75,4.79,2.98
0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68
0.5,Good,G,VVS2,61.2,63.3,1690,5.06,5.08,3.1
0.5,Ideal,D,SI1,62.7,57.0,1272,5.06,5.08,3.18
1.2,Very Good,G,SI2,62.0,60.0,5698,6.78,6.76,4.2
0.3,Ideal,F,VS2,62.0,55.0,776,4.33,4.31,2.68
0.7,Good,E,SI1,61.6,61.0,2111,5.64,5.66,3.48
1.5,Fair,J,VS2,64.5,59.0,5846,7.2,7.07,4.6
1.2,Premium,G,SI2,61.8,60.0,4524,6.85,6.78,4.21
0.54,Very Good,D,VS2,63.2,55.0,1786,5.21,5.17,3.28
1.5,Ideal,I,VS1,61.3,57.0,10080,7.35,7.32,4.5
0.38,Ideal,F,VS2,62.1,57.0,1026,4.67,4.61,2.88
1.0,Good,D,SI1,64.2,56.0,5642,6.23,6.29,4.02
2.16,Ideal,J,SI1,63.0,55.0,14691,8.2,8.24,5.18
1.0,Good,F,SI1,63.6,62.0,4504,6.24,6.3,3.99
0.28,Ideal,F,IF,62.4,55.0,646,4.17,4.2,2.61
0.52,Premium,E,VVS2,60.1,58.0,2970,5.23,5.18,3.13
0.8,Very Good,J,VS1,63.4,56.0,2321,5.9,5.87,3.73
1.07,Very Good,G,SI2,64.6,60.0,4340,6.35,6.4,4.12
0.31,Premium,G,VS1,60.8,61.0,802,4.35,4.33,2.64
0.56,Ideal,E,SI1,62.8,58.0,1784,5.31,5.26,3.32
1.04,Good,J,VS2,58.2,64.0,3285,6.64,6.53,3.85
1.55,Premium,J,VS1,61.6,58.0,7733,7.39,7.42,4.56
1.15,Ideal,H,SI1,62.4,54.0,6106,6.71,6.76,4.2
0.31,Ideal,E,VVS2,61.6,55.0,1046,4.38,4.35,2.69
1.11,Premium,G,VS2,59.0,59.0,6713,6.79,6.76,4.0
0.5,Ideal,E,SI2,63.0,57.0,1181,5.09,5.04,3.19
0.23,Very Good,E,VVS2,62.6,59.0,505,3.93,3.96,2.47
0.3,Ideal,E,VS2,62.3,56.0,603,4.27,4.3,2.67
0.81,Ideal,G,VS2,61.5,55.0,3397,6.0,6.06,3.71
0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63
1.52,Ideal,I,VS1,61.8,55.0,10851,7.38,7.41,4.57
0.4,Premium,F,SI1,61.7,59.0,769,4.75,4.72,2.92
0.3,Ideal,F,IF,61.8,54.0,886,4.34,4.36,2.69
2.1,Premium,G,SI2,62.6,56.0,15175,8.2,8.16,5.12
0.5,Very Good,G,SI1,64.1,57.0,1187,5.04,5.07,3.24
1.01,Good,G,VS2,62.7,60.0,6126,6.27,6.32,3.95
1.02,Premium,F,VS2,62.4,59.0,6773,6.45,6.4,4.01
1.13,Premium,H,SI1,60.1,60.0,5050,6.77,6.73,4.06
0.31,Ideal,E,SI1,63.0,57.0,698,4.32,4.29,2.71
1.23,Ideal,G,VS1,62.0,56.0,9030,6.92,6.86,4.27
1.73,Ideal,I,VS2,61.0,56.0,13465,7.72,7.79,4.73
0.41,Premium,G,SI1,62.5,57.0,923,4.72,4.69,2.94
1.59,Premium,H,SI1,60.6,60.0,10542,7.59,7.53,4.58
1.0,Premium,G,SI2,62.7,59.0,4095,6.3,6.36,3.97
1.02,Premium,G,VS1,62.0,59.0,6238,6.45,6.39,3.98
2.0,Premium,I,VS2,58.6,62.0,16068,8.2,8.17,4.8
0.33,Ideal,G,VS2,61.3,57.0,598,4.45,4.49,2.74
0.4,Good,J,VS2,64.0,57.0,591,4.67,4.7,3.0
0.72,Ideal,F,SI2,62.0,57.0,1743,5.68,5.64,3.51
1.01,Very Good,E,VVS2,61.5,58.0,9002,6.4,6.44,3.95
0.57,Ideal,E,VVS2,61.0,57.0,2507,5.37,5.36,3.27
0.71,Very Good,G,VS2,61.9,62.0,2671,5.69,5.72,3.53
0.36,Premium,E,VS2,59.3,59.0,789,4.6,4.68,2.75
0.83,Ideal,F,SI1,62.1,55.0,3254,6.0,6.05,3.74
0.33,Premium,D,SI2,59.5,59.0,631,4.5,4.48,2.67
0.51,Ideal,F,VS2,62.5,53.0,1431,5.12,5.15,3.21
0.53,Very Good,F,SI2,63.2,55.0,1110,5.17,5.18,3.27
1.51,Good,J,VS2,62.8,59.0,7418,7.17,7.2,4.51
0.41,Ideal,F,SI1,61.8,55.0,711,4.75,4.8,2.95
0.3,Premium,E,SI1,61.3,60.0,675,4.31,4.27,2.63
0.32,Premium,G,VVS1,62.6,58.0,1080,4.41,4.38,2.75
0.3,Good,G,VVS2,62.6,58.0,678,4.25,4.28,2.67
0.5,Very Good,D,VS2,63.4,57.0,1758,5.09,5.04,3.21
0.39,Good,G,IF,63.5,56.0,1213,4.65,4.67,2.96
1.26,Premium,I,SI1,60.5,62.0,5292,6.97,6.92,4.2
1.92,Ideal,H,SI1,61.3,57.0,15472,8.0,8.06,4.92
0.33,Good,F,SI1,61.8,62.0,536,4.4,4.45,2.74
2.0,Very Good,J,VVS2,63.0,59.0,15076,7.97,8.0,5.03
0.94,Ideal,D,SI2,62.1,56.0,4182,6.21,6.25,3.87
0.8,Very Good,G,VVS2,62.5,56.0,4002,5.95,5.98,3.73
1.65,Ideal,G,VS1,62.3,55.0,15281,7.56,7.6,4.72
0.32,Ideal,I,VVS2,61.2,56.0,548,4.41,4.45,2.71
0.5,Good,D,SI2,63.1,56.0,958,5.05,4.96,3.16
1.02,Very Good,H,SI2,62.6,57.0,4341,6.42,6.46,4.03
0.33,Ideal,E,VVS2,61.0,57.0,802,4.46,4.49,2.73
0.7,Very Good,D,VS1,60.4,58.0,3008,5.71,5.78,3.47
0.79,Ideal,G,SI1,60.3,60.0,2907,5.98,6.02,3.62
0.34,Ideal,E,VVS1,62.0,56.0,1084,4.52,4.48,2.79
0.3,Premium,D,VS2,60.7,60.0,911,4.37,4.33,2.64
1.0,Ideal,H,SI2,62.6,56.0,4256,6.38,6.34,3.98
1.51,Good,I,SI1,63.9,63.0,7365,7.2,7.17,4.59
0.72,Ideal,F,SI2,60.8,56.0,2674,5.82,5.79,3.53
1.5,Fair,I,SI2,64.8,58.0,6717,7.05,7.15,4.6
0.71,Ideal,E,VVS1,62.3,55.0,4231,5.68,5.72,3.55
1.51,Premium,J,SI1,58.4,60.0,7314,7.58,7.53,4.41
1.06,Good,F,SI1,57.0,64.0,4488,6.8,6.71,3.85
0.41,Very Good,H,VS2,60.0,57.0,915,4.92,4.88,2.94
0.32,Ideal,H,VVS2,62.0,55.0,645,4.39,4.42,2.73
1.51,Ideal,G,VS2,60.8,54.0,12210,7.45,7.43,4.52
1.0,Very Good,E,VS1,62.3,53.0,7528,6.35,6.39,3.97
0.52,Very Good,D,VS2,63.6,59.0,1664,5.09,5.13,3.25
0.8,Ideal,H,IF,61.1,56.0,3774,6.02,5.96,3.66
0.33,Ideal,E,VS2,62.1,57.0,723,4.41,4.44,2.75
1.54,Premium,H,VS2,61.0,60.0,10977,7.42,7.46,4.54
1.04,Ideal,G,VS1,61.5,55.0,6831,6.54,6.55,4.02
1.24,Ideal,I,SI1,61.3,56.0,5714,6.9,6.93,4.24
0.7,Premium,G,SI2,62.0,59.0,1966,5.62,5.58,3.47
0.7,Good,F,SI2,64.1,58.0,1792,5.58,5.53,3.56
0.9,Premium,G,VVS2,63.0,58.0,4486,6.15,6.07,3.85
0.43,Very Good,D,SI2,61.1,58.0,716,4.86,4.9,2.98
0.3,Ideal,I,VS2,62.0,55.0,438,4.3,4.35,2.68
1.01,Premium,G,VS1,60.2,59.0,6618,6.58,6.51,3.94
1.02,Fair,H,VS2,64.6,61.0,4462,6.32,6.24,4.06
0.38,Ideal,D,VVS1,61.3,56.0,1400,4.65,4.71,2.87
0.41,Very Good,E,VVS2,59.9,60.0,1233,4.8,4.82,2.88
1.14,Ideal,J,VS1,61.5,57.0,5392,6.7,6.73,4.13
1.06,Premium,H,VS2,62.6,58.0,5889,6.54,6.49,4.08
0.71,Very Good,F,VS2,63.0,54.0,3323,5.7,5.72,3.6
0.31,Premium,G,VS1,63.0,57.0,802,4.32,4.28,2.71
0.33,Ideal,D,VS2,60.9,55.0,781,4.46,4.5,2.73
0.51,Premium,E,SI1,60.3,56.0,1443,5.27,5.17,3.15
1.04,Good,G,VS1,63.8,57.0,7177,6.43,6.4,4.09
0.44,Good,J,VS1,63.2,57.0,694,4.82,4.86,3.06
0.71,Premium,D,SI1,61.4,58.0,2863,5.79,5.75,3.54
0.79,Ideal,G,SI1,62.6,55.0,2871,5.91,5.95,3.71
1.23,Ideal,H,VVS2,61.3,55.0,7387,6.9,6.94,4.24
0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58
0.74,Very Good,I,VVS1,62.6,57.0,2666,5.76,5.78,3.61
0.43,Ideal,E,SI1,61.5,56.0,792,4.85,4.9,3.0
1.51,Ideal,H,VS1,62.3,57.0,11967,7.34,7.29,4.55
1.37,Premium,G,VS1,58.3,60.0,10412,7.35,7.3,4.27
0.71,Very Good,F,I1,63.2,55.0,1448,5.64,5.57,3.54
1.0,Premium,G,SI2,61.4,61.0,3713,6.35,6.32,3.89
0.4,Ideal,J,VVS2,62.5,53.0,662,4.74,4.79,2.98
0.34,Premium,G,VS2,61.8,58.0,596,4.47,4.5,2.77
1.31,Ideal,G,VVS2,59.2,59.0,11459,7.12,7.18,4.23
1.1,Ideal,H,VS2,60.5,57.0,5347,6.73,6.7,4.06
1.0,Good,D,SI2,64.3,53.0,3894,6.29,6.34,4.06
0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49
0.98,Fair,E,SI2,53.3,67.0,2855,6.82,6.74,3.61
0.9,Premium,D,VS2,62.6,59.0,4914,6.17,6.14,3.85
1.3,Premium,G,SI2,63.0,59.0,4455,6.97,6.9,4.37
0.9,Very Good,G,VS2,63.8,58.0,4400,6.08,6.12,3.89
0.71,Premium,E,VS1,59.7,57.0,2920,5.87,5.78,3.48
0.61,Ideal,E,VS2,61.7,56.0,2225,5.46,5.43,3.36
0.58,Premium,F,SI1,62.2,61.0,1634,5.33,5.25,3.29
0.32,Ideal,G,SI1,61.3,57.0,461,4.42,4.45,2.72
1.06,Good,E,SI2,63.9,60.0,4321,6.45,6.41,4.11
1.0,Very Good,F,SI2,62.7,58.0,3789,6.3,6.36,3.97
0.53,Ideal,D,VS2,61.4,55.0,1956,5.25,5.21,3.21
1.21,Very Good,J,VS2,62.2,59.0,5136,6.79,6.84,4.24
1.6,Ideal,F,SI1,61.1,55.0,13140,7.55,7.58,4.62
0.35,Premium,H,SI1,60.0,61.0,630,4.6,4.57,2.75
0.4,Ideal,D,VS2,61.5,55.0,1050,4.75,4.71,2.91
1.01,Ideal,E,SI2,63.0,56.0,4118,6.34,6.3,3.98
1.58,Ideal,H,VS2,61.4,56.0,12334,7.5,7.56,4.62
0.41,Ideal,J,IF,62.1,54.0,777,4.78,4.81,2.98
1.02,Fair,I,SI2,65.5,57.0,3802,6.19,6.24,4.07
0.4,Premium,E,SI1,60.1,59.0,945,4.82,4.76,2.88
0.55,Ideal,G,VS2,61.2,55.0,1833,5.3,5.35,3.26
2.01,Very Good,H,SI2,63.4,58.0,12617,8.01,7.94,5.06
0.38,Ideal,G,VS2,61.2,55.0,778,4.69,4.72,2.88
0.7,Very Good,E,SI1,62.1,60.0,2730,5.62,5.66,3.5
0.8,Very Good,E,SI2,62.4,55.0,2623,5.88,5.92,3.68
0.34,Premium,G,VS2,60.3,59.0,765,4.53,4.49,2.72
1.22,Premium,F,VVS1,61.9,58.0,11723,6.81,6.85,4.23
1.26,Ideal,I,SI1,62.6,57.0,6597,6.89,6.92,4.32
0.93,Ideal,H,VS1,62.7,54.0,4265,6.25,6.2,3.9
